MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1309480	Rtf1	RTF1, Paf1/RNA polymerase II complex component	2		nucleolus			IDA		J:50092 	
MGI:1913408	Rtl8a	retrotransposon Gag like 8A	X		nucleolus			IBA	PTN000398637 	J:265628 	
MGI:1920115	Rtl8c	retrotransposon Gag like 8C	X		nucleolus			IBA	PTN000398637 	J:265628 	
MGI:102672	Runx3	runt related transcription factor 3	4		nucleolus			ISO	Q13761 	J:164563 	
MGI:109581	S100a13	S100 calcium binding protein A13	3		nucleolus			ISO	Q99584 	J:164563 	
MGI:1915110	S100a16	S100 calcium binding protein A16	3		nucleolus			ISO	Q96FQ6 	J:117659 J:164563 	
MGI:1921730	Samd4	sterile alpha motif domain containing 4	14		fibrillar center			ISO	Q9UPU9 	J:164563 	
MGI:1354709	Sap30l	SAP30-like	11		fibrillar center			ISO	Q9HAJ7 	J:164563 	
MGI:1354709	Sap30l	SAP30-like	11		nucleolus			ISO	Q9HAJ7 	J:164563 	
MGI:1919330	Sapcd2	suppressor APC domain containing 2	2		nucleolus			ISO	Q86UD0 	J:164563 	
MGI:1913961	Sbds	SBDS ribosome maturation factor	5		nucleolus			ISO	Q9Y3A5 	J:164563 	
MGI:1919443	Scaf11	SR-related CTD-associated factor 11	15		nucleolus			ISO	Q99590 	J:164563 	
MGI:98239	Scd1	stearoyl-Coenzyme A desaturase 1	19		nucleolus			ISO	O00767 	J:164563 	
MGI:98240	Scd2	stearoyl-Coenzyme A desaturase 2	19		nucleolus			ISO	O00767 	J:164563 	
MGI:1353437	Scd3	stearoyl-coenzyme A desaturase 3	19		nucleolus			ISO	O00767 	J:164563 	
MGI:2670997	Scd4	stearoyl-coenzyme A desaturase 4	19		nucleolus			ISO	O00767 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		nucleolus			ISO	Q14524 	J:164563 	
MGI:2140779	Sdad1	SDA1 domain containing 1	5		nucleolus			IBA	PTN000296326 	J:265628 	
MGI:2140779	Sdad1	SDA1 domain containing 1	5		nucleolus			ISO	Q9NVU7 	J:164563 	
MGI:2385156	Sdcbp2	syndecan binding protein (syntenin) 2	2		nucleolus			ISO	Q9H190 	J:164563 	
MGI:1914195	Sdha	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	13		nucleolus			ISO	P31040 	J:164563 	
MGI:1913322	Sdhaf2	succinate dehydrogenase complex assembly factor 2	19		nucleolus			ISO	Q9NX18 	J:164563 	
MGI:96825	Selenbp1	selenium binding protein 1	3		fibrillar center			ISO	Q13228 	J:164563 	
MGI:96825	Selenbp1	selenium binding protein 1	3		nucleolus			ISO	Q13228 	J:164563 	
MGI:104859	Selenbp2	selenium binding protein 2	3		fibrillar center			ISO	Q13228 	J:164563 	
MGI:104859	Selenbp2	selenium binding protein 2	3		nucleolus			ISO	Q13228 	J:164563 	
MGI:2158736	Senp3	SUMO/sentrin specific peptidase 3	11		nucleolus			IDA		J:73476 	
MGI:2158736	Senp3	SUMO/sentrin specific peptidase 3	11		nucleolus			ISO	Q9H4L4 	J:164563 	
MGI:2443596	Senp5	SUMO/sentrin specific peptidase 5	16		nucleolus			IEA	IPR033465 	J:72247 	
MGI:2155278	Sesn1	sestrin 1	10		fibrillar center			ISO	Q9Y6P5 	J:164563 	
MGI:1920501	Setd7	SET domain containing (lysine methyltransferase) 7	3		nucleolus			ISO	Q8WTS6 	J:164563 	
MGI:1921979	Setmar	SET domain without mariner transposase fusion	6		nucleolus			ISO	Q53H47 	J:164563 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		B-WICH complex			ISO	O75533 	J:164563 	
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	1		nucleolus			IC		J:319968 	
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	8		nucleolus			ISO	Q15393 	J:164563 	
MGI:2135607	Sirt1	sirtuin 1	10		eNoSc complex			ISO	Q96EB6 	J:164563 	
MGI:2135607	Sirt1	sirtuin 1	10		fibrillar center			ISO	Q96EB6 	J:164563 	
MGI:1927664	Sirt2	sirtuin 2	7		nucleolus			ISO	Q8IXJ6 	J:164563 	
MGI:2385849	Sirt7	sirtuin 7	11		nucleolus			ISO	Q9NRC8 	J:164563 	
MGI:2385849	Sirt7	sirtuin 7	11		nucleolus organizer region			ISO	Q9NRC8 	J:164563 	
MGI:102780	Six1	sine oculis-related homeobox 1	12		nucleolus			ISO	Q15475 	J:164563 	
MGI:1351663	Skp2	S-phase kinase-associated protein 2	15		nucleolus			ISO	Q13309 	J:164563 	
MGI:108402	Slbp	stem-loop binding protein	5		nucleolus			ISO	Q14493 	J:164563 	
MGI:1916298	Slc30a5	solute carrier family 30 (zinc transporter), member 5	13		nucleolus			ISO	Q8TAD4 	J:164563 	
MGI:1100518	Smad7	SMAD family member 7	18		fibrillar center			ISO	O15105 	J:164563 	
MGI:88192	Smarca4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	9		fibrillar center			ISO	P51532 	J:164563 	
MGI:88192	Smarca4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	9	NOT	nucleolus			IDA		J:55698 	
MGI:1935129	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	8		B-WICH complex			ISO	O60264 	J:164563 	
MGI:1935129	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	8		fibrillar center			ISO	O60264 	J:164563 	
MGI:1935129	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	8		nucleolus			IC		J:111312 J:319968 	
MGI:1328366	Smarcb1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	10		fibrillar center			ISO	Q12824 	J:164563 	
MGI:1328366	Smarcb1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	10		nucleolus			ISO	Q12824 	J:164563 	
MGI:106067	Smc2	structural maintenance of chromosomes 2	4		nucleolus			ISO	O95347 	J:164563 	
MGI:2144117	Smg6	SMG6 nonsense mediated mRNA decay factor	11		nucleolus			ISO	Q86US8 	J:164563 	
MGI:109257	Smn1	survival motor neuron 1	13		nucleolus			ISO	RGD:620755 	J:155856 	
MGI:1918976	Smug1	single-strand selective monofunctional uracil DNA glycosylase	15		fibrillar center			ISO	Q53HV7 	J:164563 	
MGI:1918976	Smug1	single-strand selective monofunctional uracil DNA glycosylase	15		nucleolus			ISO	Q53HV7 	J:164563 	
MGI:1918976	Smug1	single-strand selective monofunctional uracil DNA glycosylase	15		nucleolus			ISS	Q53HV7 	J:83349 	
MGI:98330	Snai1	snail family zinc finger 1	2		fibrillar center			ISO	O95863 	J:164563 	
MGI:1922877	Snapc1	small nuclear RNA activating complex, polypeptide 1	12		nucleolus			ISO	Q16533 	J:164563 	
MGI:1916338	Snapc3	small nuclear RNA activating complex, polypeptide 3	4		nucleolus			ISO	Q92966 	J:164563 	
MGI:1914282	Snapc5	small nuclear RNA activating complex, polypeptide 5	9		nucleolus			ISO	O75971 	J:164563 	
MGI:102855	Snord21	small nucleolar RNA, C/D box 21	5		nucleolus			IDA		J:21081 	
MGI:2387894	Snord87	small nucleolar RNA, C/D box 87	1		nucleolus			ISO	AF396685 	J:78020 	
MGI:1923417	Snrnp35	small nuclear ribonucleoprotein 35 (U11/U12)	5		nucleolus			ISO	Q16560 	J:164563 	
MGI:104805	Snrpb2	U2 small nuclear ribonucleoprotein B	2		fibrillar center			ISO	P08579 	J:164563 	
MGI:893586	Snu13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)	15		dense fibrillar component			ISO	P55769 	J:164563 	
MGI:893586	Snu13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)	15		nucleolus			ISO	P55769 	J:164563 	
MGI:1916274	Snx15	sorting nexin 15	19		nucleolus			ISO	Q9NRS6 	J:164563 	
MGI:109561	Sp100	nuclear antigen Sp100	1		nucleolus			ISO	P23497 	J:164563 	
MGI:3702467	Sp140	Sp140 nuclear body protein	1		fibrillar center			ISO	Q13342 	J:164563 	
MGI:2146885	Spata2	spermatogenesis associated 2	2		fibrillar center			ISO	Q9UM82 	J:164563 	
MGI:1914448	Spats2l	spermatogenesis associated, serine-rich 2-like	1		nucleolus			ISO	Q9NUQ6 	J:164563 	
MGI:1914879	Spc24	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	9		nucleolus			ISO	Q8NBT2 	J:164563 	
MGI:2442356	Specc1	sperm antigen with calponin homology and coiled-coil domains 1	11		fibrillar center			ISO	Q5M775 	J:164563 	
MGI:2444989	Spg11	SPG11, spatacsin vesicle trafficking associated	2		nucleolus			ISO	Q96JI7 	J:164563 	
MGI:109242	Spin1	spindlin 1	13		nucleolus			ISO	Q9Y657 	J:164563 	
MGI:3582583	Sprn	shadow of prion protein	7		nucleolus			IDA		J:199036 	
MGI:98388	Sptbn1	spectrin beta, non-erythrocytic 1	11		nucleolus			ISO	Q01082 	J:164563 	
MGI:2142062	Spty2d1	SPT2 chromatin protein domain containing 1	7		nucleolus			IBA	PTN000505877 	J:265628 	
MGI:2142062	Spty2d1	SPT2 chromatin protein domain containing 1	7		nucleolus			ISO	Q68D10 	J:164563 	
MGI:1913634	Srp19	signal recognition particle 19	18		nucleolus			ISO	P09132 	J:73065 	
MGI:1346087	Srp54a	signal recognition particle 54A	12	NOT	nucleolus			ISO	P61011 	J:73065 	
MGI:1917447	Srp68	signal recognition particle 68	11		nucleolus			ISO	NP_055045 	J:73065 	
MGI:1333795	Srp72	signal recognition particle 72	5		nucleolus			ISO	O15302 	J:73065 	
MGI:1201408	Srpk2	serine/arginine-rich protein specific kinase 2	5		nucleolus			ISO	P78362 	J:164563 	
MGI:98287	Srsf5	serine and arginine-rich splicing factor 5	12		nucleolus			ISO	Q13243 	J:164563 	
MGI:104896	Srsf9	serine and arginine-rich splicing factor 9	5		nucleolus			ISO	Q13242 	J:164563 	
MGI:1098583	Stag2	stromal antigen 2	X		fibrillar center			ISO	Q8N3U4 	J:164563 	
MGI:1098583	Stag2	stromal antigen 2	X		nucleolus			ISO	Q8N3U4 	J:164563 	
MGI:1355311	Stag3	stromal antigen 3	5		nucleolus			ISO	Q9UJ98 	J:164563 	
MGI:103063	Stat1	signal transducer and activator of transcription 1	1		nucleolus			ISO	P42224 	J:164563 	
MGI:2385007	Stk24	serine/threonine kinase 24	14		nucleolus			ISO	Q9Y6E0 	J:164563 	
MGI:1915581	Stn1	STN1, CST complex subunit	19		fibrillar center			ISO	Q9H668 	J:164563 	
MGI:1918272	Ston2	stonin 2	12		nucleolus			ISO	Q8WXE9 	J:164563 	
MGI:2684909	Stox1	storkhead box 1	10		fibrillar center			ISO	Q6ZVD7 	J:164563 	
MGI:104811	Sub1	SUB1 homolog, transcriptional regulator	15		nucleolus			ISO	P53999 	J:164563 	
MGI:1197010	Sumo1	small ubiquitin-like modifier 1	1		fibrillar center			ISO	RGD:1306919 	J:155856 	
MGI:1197010	Sumo1	small ubiquitin-like modifier 1	1		nucleolus			ISO	P63165 	J:164563 	
MGI:1924303	Sun1	Sad1 and UNC84 domain containing 1	5	NOT	nucleolus			IDA		J:76035 	
MGI:98444	Surf2	surfeit gene 2	2		nucleolus			ISO	Q15527 	J:164563 	
MGI:98447	Surf6	surfeit gene 6	2		granular component			IDA		J:32572 	
MGI:98447	Surf6	surfeit gene 6	2		nucleolus			IBA	PTN000372642 	J:265628 	
MGI:98447	Surf6	surfeit gene 6	2		nucleolus	is a part of oocyte		IDA		J:114487 	
MGI:98447	Surf6	surfeit gene 6	2		nucleolus			ISO	O75683 	J:164563 	
MGI:1099440	Suv39h1	suppressor of variegation 3-9 1	X		eNoSc complex			ISO	O43463 	J:164563 	
MGI:1099440	Suv39h1	suppressor of variegation 3-9 1	X		nucleolus			ISO	O43463 	J:164563 	
MGI:1261758	Suz12	SUZ12 polycomb repressive complex 2 subunit	11		nucleolus			ISO	Q15022 	J:164563 	
MGI:1927152	Syne1	spectrin repeat containing, nuclear envelope 1	10		nucleolus			ISO	Q8NF91 	J:164563 	
MGI:1336878	Taf1	TATA-box binding protein associated factor 1	X	colocalizes_with	nucleolus			ISO	P21675 	J:164563 	
MGI:109578	Taf1a	TATA-box binding protein associated factor, RNA polymerase I, A	1		RNA polymerase I transcription regulator complex			TAS		J:39012 	
MGI:109578	Taf1a	TATA-box binding protein associated factor, RNA polymerase I, A	1		RNA polymerase transcription factor SL1 complex			IPI	P29037 	J:245730 	
MGI:109577	Taf1b	TATA-box binding protein associated factor, RNA polymerase I, B	12		nucleolus			ISO	Q53T94 	J:164563 	
MGI:109577	Taf1b	TATA-box binding protein associated factor, RNA polymerase I, B	12		RNA polymerase I core factor complex			IBA	PTN001586581 	J:265628 	
MGI:109577	Taf1b	TATA-box binding protein associated factor, RNA polymerase I, B	12		RNA polymerase I core factor complex			ISO	Q53T94 	J:164563 	
MGI:109577	Taf1b	TATA-box binding protein associated factor, RNA polymerase I, B	12		RNA polymerase I transcription regulator complex			TAS		J:39012 	
MGI:109577	Taf1b	TATA-box binding protein associated factor, RNA polymerase I, B	12		RNA polymerase transcription factor SL1 complex			IBA	PTN001586581 	J:265628 	
MGI:109576	Taf1c	TATA-box binding protein associated factor, RNA polymerase I, C	8		fibrillar center			IBA	PTN001809025 	J:265628 	
MGI:109576	Taf1c	TATA-box binding protein associated factor, RNA polymerase I, C	8		fibrillar center			ISO	Q15572 	J:164563 	
MGI:109576	Taf1c	TATA-box binding protein associated factor, RNA polymerase I, C	8		nucleolus			ISO	Q15572 	J:164563 	
MGI:109576	Taf1c	TATA-box binding protein associated factor, RNA polymerase I, C	8		RNA polymerase I transcription regulator complex			TAS		J:39012 	
MGI:109576	Taf1c	TATA-box binding protein associated factor, RNA polymerase I, C	8		RNA polymerase transcription factor SL1 complex			IPI	P29037 	J:245730 	
MGI:1922566	Taf1d	TATA-box binding protein associated factor, RNA polymerase I, D	9		nucleolus			ISO	Q9H5J8 	J:164563 	
MGI:1922566	Taf1d	TATA-box binding protein associated factor, RNA polymerase I, D	9		RNA polymerase transcription factor SL1 complex			IEA	IPR027976 	J:72247 	
MGI:2152345	Taf4b	TATA-box binding protein associated factor 4b	18		fibrillar center			ISO	Q92750 	J:164563 	
MGI:1913500	Taf13	TATA-box binding protein associated factor 13	3		nucleolus			ISO	Q15543 	J:164563 	
MGI:1915919	Taok2	TAO kinase 2	7		nucleolus			ISO	Q9UL54 	J:164563 	
MGI:1923531	Tax1bp3	Tax1 (human T cell leukemia virus type I) binding protein 3	11		fibrillar center			ISO	O14907 	J:164563 	
MGI:107549	Tbca	tubulin cofactor A	13		nucleolus			ISO	O75347 	J:164563 	
MGI:2384863	Tbl3	transducin (beta)-like 3	17		nucleolus			IBA	PTN000457905 	J:265628 	
MGI:2384863	Tbl3	transducin (beta)-like 3	17		nucleolus			ISO	Q12788 	J:164563 	
MGI:101838	Tbp	TATA box binding protein	17		RNA polymerase I transcription regulator complex			TAS		J:39012 	
MGI:101838	Tbp	TATA box binding protein	17		RNA polymerase transcription factor SL1 complex			IPI	P97357 	J:245730 	
MGI:101838	Tbp	TATA box binding protein	17		RNA polymerase transcription factor SL1 complex			IPI	Q6PDZ2 	J:245730 	
MGI:1196624	Tcea1	transcription elongation factor A (SII) 1	1		nucleolus			ISO	P23193 	J:164563 	
MGI:1916318	Tcim	transcriptional and immune response regulator	8		nucleolus			ISO	Q9NR00 	J:164563 	
MGI:892003	Tcof1	treacle ribosome biogenesis factor 1	18		fibrillar center			ISO	Q13428 	J:164563 	
MGI:892003	Tcof1	treacle ribosome biogenesis factor 1	18		nucleolus			IBA	PTN001073398 	J:265628 	
MGI:892003	Tcof1	treacle ribosome biogenesis factor 1	18		nucleolus			ISO	Q13428 	J:73065 	
MGI:2682295	Tent4a	terminal nucleotidyltransferase 4A	13		nucleolus			IBA	PTN000558564 	J:265628 	
MGI:1917820	Tent4b	terminal nucleotidyltransferase 4B	8		nucleolus			IBA	PTN000558564 	J:265628 	
MGI:1917820	Tent4b	terminal nucleotidyltransferase 4B	8		nucleolus			ISO	Q8NDF8 	J:164563 	
MGI:109634	Terf1	telomeric repeat binding factor 1	1		fibrillar center			ISO	P54274 	J:164563 	
MGI:109634	Terf1	telomeric repeat binding factor 1	1		nucleolus			ISO	P54274 	J:164563 	
MGI:1202709	Tert	telomerase reverse transcriptase	13		nucleolus			ISO	O14746 	J:164563 	
MGI:1930075	Tfip11	tuftelin interacting protein 11	5		nucleolus			ISO	Q9UBB9 	J:164563 	
MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1	8		fibrillar center			ISO	Q9NVV9 	J:164563 	
MGI:1914066	Thap2	THAP domain containing, apoptosis associated protein 2	10		nucleolus			ISO	Q9H0W7 	J:164563 	
MGI:1277973	Thumpd3	THUMP domain containing 3	6		nucleolus			ISO	Q9BV44 	J:164563 	
MGI:1353432	Timm13	translocase of inner mitochondrial membrane 13	10		fibrillar center			ISO	Q9Y5L4 	J:164563 	
MGI:1343262	Timm44	translocase of inner mitochondrial membrane 44	8		fibrillar center			ISO	O43615 	J:164563 	
MGI:1913532	Tma16	translation machinery associated 16	8		nucleolus			ISO	Q96EY4 	J:164563 	
MGI:1914956	Tmem179b	transmembrane protein 179B	19		nucleolus			ISO	Q7Z7N9 	J:164563 	
MGI:98788	Top1	topoisomerase (DNA) I	2		dense fibrillar component			ISO	RGD:621246 	J:155856 	
MGI:98788	Top1	topoisomerase (DNA) I	2		fibrillar center			ISO	RGD:621246 	J:155856 	
MGI:98788	Top1	topoisomerase (DNA) I	2		fibrillar center			ISO	P11387 	J:164563 	
MGI:98788	Top1	topoisomerase (DNA) I	2		nucleolus			IBA	PTN000033230 	J:265628 	
MGI:98788	Top1	topoisomerase (DNA) I	2		nucleolus			ISO	P11387 	J:164563 	
MGI:98790	Top2a	topoisomerase (DNA) II alpha	11		nucleolus			IDA		J:74600 	
MGI:98790	Top2a	topoisomerase (DNA) II alpha	11		nucleolus			ISO	RGD:62048 	J:155856 	
MGI:1933972	Tra2a	transformer 2 alpha	6		nucleolus			ISO	Q13595 	J:164563 	
MGI:1202880	Traf4	TNF receptor associated factor 4	11		fibrillar center			ISO	Q9BUZ4 	J:164563 	
MGI:3042141	Traf7	TNF receptor-associated factor 7	17		nucleolus			IBA	PTN000457354 	J:265628 	
MGI:1096377	Traip	TRAF-interacting protein	9		nucleolus			ISO	Q9BWF2 	J:164563 	
MGI:2442086	Trerf1	transcriptional regulating factor 1	17		fibrillar center			ISO	Q96PN7 	J:164563 	
MGI:109275	Trim24	tripartite motif-containing 24	6	NOT	nucleolus			IDA		J:55698 	
MGI:97904	Trim27	tripartite motif-containing 27	13		fibrillar center			ISO	P14373 	J:164563 	
MGI:97904	Trim27	tripartite motif-containing 27	13		nucleolus			ISO	P14373 	J:164563 	
MGI:109274	Trim28	tripartite motif-containing 28	7	NOT	nucleolus			IDA		J:58506 	
MGI:2384814	Trim41	tripartite motif-containing 41	11		nucleolus			ISO	Q8WV44 	J:164563 	
MGI:2142077	Trim68	tripartite motif-containing 68	7		nucleolus			ISO	Q6AZZ1 	J:164563 	
MGI:1920421	Trmt10a	tRNA methyltransferase 10A	3		nucleolus			ISO	Q8TBZ6 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		nucleolus			ISO	P04637 	J:164563 	
MGI:1926609	Trp53inp1	transformation related protein 53 inducible nuclear protein 1	4	NOT	nucleolus			IDA		J:72788 	
MGI:1920853	Trp53tg5	transformation related protein 53 target 5	2		nucleolus			ISO	Q9Y2B4 	J:164563 	
MGI:106581	Tsg101	tumor susceptibility gene 101	7		nucleolus			ISO	Q99816 	J:164563 	
MGI:1298395	Tspyl1	testis-specific protein, Y-encoded-like 1	10		nucleolus			ISO	Q9H0U9 	J:164563 	
MGI:106244	Tspyl2	TSPY-like 2	X		nucleolus			ISO	Q9H2G4 	J:164563 	
MGI:1276539	Ttc3	tetratricopeptide repeat domain 3	16		nucleolus			ISO	P53804 	J:164563 	
MGI:105044	Ttf1	transcription termination factor, RNA polymerase I	2		nucleolus			IBA	PTN002929018 	J:265628 	
MGI:105044	Ttf1	transcription termination factor, RNA polymerase I	2		nucleolus			ISO	Q15361 	J:164563 	
MGI:1329045	Tulp3	tubby-like protein 3	6		nucleolus			ISO	O75386 	J:164563 	
MGI:1917294	Tut1	terminal uridylyl transferase 1, U6 snRNA-specific	19		nucleolus			ISO	Q9H6E5 	J:164563 	
MGI:2445126	Tut4	terminal uridylyl transferase 4	4		nucleolus			ISO	Q5TAX3 	J:164563 	
MGI:104685	Twist2	twist basic helix-loop-helix transcription factor 2	1		nucleolus			ISO	Q8WVJ9 	J:164563 	
MGI:1929468	Txn2	thioredoxin 2	15		nucleolus			ISO	Q99757 	J:164563 	
MGI:1354175	Txnrd1	thioredoxin reductase 1	10		fibrillar center			ISO	Q16881 	J:164563 	
MGI:98878	Tyms	thymidylate synthase	5		nucleolus			ISO	RGD:3921 	J:155856 	
MGI:1344410	Ubd	ubiquitin D	17		fibrillar center			ISO	O15205 	J:164563 	
MGI:1934835	Ube2n	ubiquitin-conjugating enzyme E2N	10		fibrillar center			ISO	P61088 	J:164563 	
MGI:1914446	Ube2t	ubiquitin-conjugating enzyme E2T	1		nucleolus			ISO	Q9NPD8 	J:164563 	
MGI:1933105	Ublcp1	ubiquitin-like domain containing CTD phosphatase 1	11		nucleolus			ISO	Q8WVY7 	J:164563 	
MGI:98512	Ubtf	upstream binding transcription factor, RNA polymerase I	11		fibrillar center			ISO	RGD:3927 	J:155856 	
MGI:98512	Ubtf	upstream binding transcription factor, RNA polymerase I	11		fibrillar center			ISO	P17480 	J:164563 	
MGI:98512	Ubtf	upstream binding transcription factor, RNA polymerase I	11		nucleolus		PR:P25976-2	IDA		J:146000 	
MGI:98512	Ubtf	upstream binding transcription factor, RNA polymerase I	11		nucleolus			IDA		J:71817 J:84783 J:87744 J:99711 J:100984 J:158988 J:162045 	
MGI:98512	Ubtf	upstream binding transcription factor, RNA polymerase I	11		nucleolus			ISO	P17480 	J:164563 	
MGI:1337129	Ubxn8	UBX domain protein 8	8		nucleolus			ISO	O00124 	J:164563 	
MGI:1914848	Uchl5	ubiquitin carboxyl-terminal esterase L5	1		nucleolus			ISO	Q9Y5K5 	J:164563 	
MGI:1914281	Upf3a	UPF3 regulator of nonsense transcripts homolog A (yeast)	8		nucleolus			IBA	PTN000318879 	J:265628 	
MGI:1915384	Upf3b	UPF3 regulator of nonsense transcripts homolog B (yeast)	X		nucleolus			IBA	PTN000318879 	J:265628 	
MGI:1915384	Upf3b	UPF3 regulator of nonsense transcripts homolog B (yeast)	X		nucleolus			ISO	Q9BZI7 	J:164563 	
MGI:2146468	Urb1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	16		fibrillar center			ISO	O60287 	J:164563 	
MGI:2146468	Urb1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	16		nucleolus			IBA	PTN000337405 	J:265628 	
MGI:2146468	Urb1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	16		nucleolus			ISO	O60287 	J:164563 	
MGI:2681124	Urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	8		nucleolus			IBA	PTN001437627 	J:265628 	
MGI:2681124	Urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	8		nucleolus			ISO	Q14146 	J:164563 	
MGI:1929095	Uso1	USO1 vesicle docking factor	5		fibrillar center			ISO	O60763 	J:164563 	
MGI:1919594	Usp36	ubiquitin specific peptidase 36	11		nucleolus			ISO	Q9P275 	J:164563 	
MGI:1919230	Utp3	UTP3 small subunit processome component	5		nucleolus			IBA	PTN000326128 	J:265628 	
MGI:1919230	Utp3	UTP3 small subunit processome component	5		nucleolus			ISO	Q9NQZ2 	J:164563 	
MGI:1096573	Utp4	UTP4 small subunit processome component	8		fibrillar center			ISO	Q969X6 	J:164563 	
MGI:1096573	Utp4	UTP4 small subunit processome component	8		nucleolus			ISO	Q969X6 	J:164563 	
MGI:1096573	Utp4	UTP4 small subunit processome component	8		t-UTP complex			IBA	PTN000520350 	J:265628 	
MGI:1096573	Utp4	UTP4 small subunit processome component	8		t-UTP complex			ISO	Q969X6 	J:164563 	
MGI:2445193	Utp6	UTP6 small subunit processome component	11		nucleolus			ISO	Q9NYH9 	J:164563 	
MGI:2445193	Utp6	UTP6 small subunit processome component	11		Pwp2p-containing subcomplex of 90S preribosome			IBA	PTN000588427 	J:265628 	
MGI:1914455	Utp11	UTP11 small subunit processome component	4		nucleolus			IBA	PTN000303342 	J:265628 	
MGI:1914455	Utp11	UTP11 small subunit processome component	4		nucleolus			ISO	Q9Y3A2 	J:164563 	
MGI:1919804	Utp14a	UTP14A small subunit processome component	X		nucleolus			IBA	PTN000365650 	J:265628 	
MGI:1919804	Utp14a	UTP14A small subunit processome component	X		nucleolus			ISO	Q5TAP6 	J:164563 	
MGI:1919804	Utp14a	UTP14A small subunit processome component	X		nucleolus			ISO	Q9BVJ6 	J:164563 	
MGI:2445092	Utp14b	UTP14B small subunit processome component	1		nucleolus			IBA	PTN000365650 	J:265628 	
MGI:2445092	Utp14b	UTP14B small subunit processome component	1		nucleolus			ISO	Q5TAP6 	J:164563 	
MGI:2445092	Utp14b	UTP14B small subunit processome component	1		nucleolus			ISO	Q9BVJ6 	J:164563 	
MGI:2145443	Utp15	UTP15 small subunit processome component	13		fibrillar center			ISO	Q8TED0 	J:164563 	
MGI:2145443	Utp15	UTP15 small subunit processome component	13		nucleolus			IBA	PTN000460500 	J:265628 	
MGI:2145443	Utp15	UTP15 small subunit processome component	13		nucleolus			ISO	Q8TED0 	J:164563 	
MGI:1923402	Utp18	UTP18 small subunit processome component	11		nucleolus			ISO	Q9Y5J1 	J:164563 	
MGI:1923402	Utp18	UTP18 small subunit processome component	11		Pwp2p-containing subcomplex of 90S preribosome			IBA	PTN000427904 	J:265628 	
MGI:1917933	Utp20	UTP20 small subunit processome component	10		nucleolus			IBA	PTN000427367 	J:265628 	
MGI:1917933	Utp20	UTP20 small subunit processome component	10		nucleolus			ISO	O75691 	J:164563 	
MGI:1925831	Utp23	UTP23 small subunit processome component	15		nucleolus			IBA	PTN000275941 	J:265628 	
MGI:2138080	Utp25	UTP25 small subunit processome component	1		nucleolus			IBA	PTN000309515 	J:265628 	
MGI:2138080	Utp25	UTP25 small subunit processome component	1		nucleolus			ISO	Q68CQ4 	J:164563 	
MGI:103076	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	15		dense fibrillar component			ISO	RGD:3959 	J:155856 	
MGI:103223	Vhl	von Hippel-Lindau tumor suppressor	6		nucleolus			IDA		J:100984 	
MGI:1923159	Vmp1	vacuole membrane protein 1	11		nucleolus			ISO	Q96GC9 	J:164563 	
MGI:1915755	Vps51	VPS51 GARP complex subunit	19		nucleolus			ISO	Q9UID3 	J:164563 	
MGI:1261847	Vrk1	vaccinia related kinase 1	12		nucleolus			ISO	Q99986 	J:164563 	
MGI:2182465	Vrk3	vaccinia related kinase 3	7		nucleolus			ISO	Q8IV63 	J:164563 	
MGI:106463	Washc2	WASH complex subunit 2	6		nucleolus			ISO	Q641Q2 	J:164563 	
MGI:106463	Washc2	WASH complex subunit 2	6		nucleolus			ISO	Q9Y4E1 	J:164563 	
MGI:1891823	Wbp11	WW domain binding protein 11	6	NOT	nucleolus			IDA		J:88011 	
MGI:1916618	Wdfy1	WD repeat and FYVE domain containing 1	1		nucleolus			ISO	Q8IWB7 	J:164563 	
MGI:1096875	Wdfy3	WD repeat and FYVE domain containing 3	5		nucleolus			ISO	Q8IZQ1 	J:164563 	
